FeatureType,irradiation,AC_POWER,module_temperature,humidity,tariff_per_kwh,subsidy_percent,installation_cost,maintenance_cost,annual_generation,degradation_rate,payback_period,roi
Residential,0.18,3.23,5.88,-3.4,-2.61,8.96,3678.64,1525.42,6946.32,-0.06,8.53,11.73
Residential,-0.78,-3.24,-12.34,-33.48,-2.06,-11.04,-304012.75,-3700.22,-4696.0,0.1,22.03,4.54
Residential,-0.23,-0.23,10.21,-4.79,0.38,8.96,-218719.13,1869.71,-1942.13,-0.05,8.98,11.14
Residential,-1.21,-0.38,-5.29,4.71,0.69,-1.04,-211250.77,3549.62,-2595.79,-0.16,11.49,8.7
Residential,0.23,3.02,-6.86,9.72,0.09,-1.04,548534.28,-868.41,6961.64,-0.07,10.75,9.3
Residential,1.1,1.4,-5.36,-3.45,-1.13,-1.04,-183538.21,-1115.67,4121.66,-0.13,4.67,21.4
Residential,0.05,0.51,3.55,31.22,0.91,8.96,6376.32,-3049.47,-1697.07,-0.02,12.77,7.83
Residential,-0.51,-0.88,-2.32,-15.66,-1.29,8.96,-3637.82,2803.07,-1673.02,0.13,22.62,4.42
Residential,0.39,-3.97,-2.0,-13.2,2.52,8.96,-430233.6,-2318.22,-5285.96,0.13,4.96,20.15
Residential,0.38,-3.81,-9.15,-0.94,-2.28,8.96,-400482.91,-66.3,-4833.07,-0.02,25.0,4.0
Residential,0.1,-2.53,-9.58,19.88,1.13,8.96,-65392.31,2696.15,-2217.11,-0.19,14.31,6.99
Residential,-0.18,0.19,-12.1,-20.09,-0.66,-1.04,115357.55,1930.83,-837.72,0.09,19.42,5.15
Residential,0.61,-2.7,0.31,-4.31,0.47,8.96,-185473.74,2141.71,-3662.78,-0.17,19.38,5.16
Residential,0.45,1.39,-5.19,-28.67,-1.89,-1.04,193828.35,542.44,3420.31,-0.06,14.04,7.12
Residential,1.05,3.93,2.66,-8.36,-0.74,-1.04,283056.48,524.14,11557.92,-0.06,6.71,14.9
Residential,-0.73,2.28,5.62,-30.34,2.65,8.96,79790.67,-2099.47,-2356.52,-0.19,14.31,6.99
Residential,0.78,2.28,1.86,14.7,0.94,-1.04,-123614.53,-769.22,719.39,-0.09,6.27,15.94
Residential,-0.88,4.81,-2.04,-28.59,-0.02,8.96,245720.69,-1600.44,-1202.99,-0.11,20.58,4.86
Residential,0.45,0.85,12.48,-32.07,-0.34,8.96,28183.78,-3419.83,2360.96,0.04,8.35,11.98
Residential,0.63,-3.06,2.23,25.36,-0.93,8.96,-87648.79,680.88,-2635.04,0.08,20.75,4.82
Residential,0.04,2.47,1.87,32.68,-0.11,8.96,-42586.72,2188.78,4134.49,-0.05,6.2,16.13
Residential,0.23,-2.41,11.74,29.41,1.48,-1.04,-164779.07,1022.03,-1245.86,0.08,7.6,13.16
Residential,0.98,1.12,14.39,21.08,-0.03,-11.04,342481.85,-2768.01,5537.93,0.06,9.59,10.43
Residential,0.99,3.62,-3.45,-20.56,0.71,-11.04,169516.24,-1092.72,3691.87,0.1,8.26,12.11
Residential,1.06,-1.43,7.43,-10.99,-1.19,-1.04,-105345.0,-818.98,-2317.6,-0.19,17.48,5.72
Residential,-0.56,3.22,1.66,-13.66,-2.43,-1.04,367363.41,-1606.7,2898.5,-0.12,20.2,4.95
Residential,0.53,3.24,-0.18,27.74,2.4,-11.04,219772.01,3296.33,10051.16,-0.04,4.53,22.07
Residential,1.04,2.41,-5.81,-23.54,-0.2,8.96,50520.11,281.42,6855.41,-0.03,5.84,17.12
Residential,-0.0,-1.62,5.84,-4.3,0.46,8.96,-225985.73,-453.15,-1355.25,-0.06,6.91,14.47
Residential,-0.92,2.95,-4.24,-29.21,1.36,8.96,-574.36,278.33,-2879.57,0.19,18.08,5.53
Residential,-0.04,-3.36,-0.02,-8.6,0.31,-1.04,-313514.56,-2955.18,-3641.47,-0.03,7.96,12.56
Residential,0.08,1.39,3.33,-0.05,1.01,-1.04,512663.52,1396.64,553.76,-0.06,18.94,5.28
Residential,0.69,-3.14,7.19,-19.07,-0.09,-11.04,-299230.6,1484.02,-3176.37,0.13,9.88,10.12
Residential,0.09,2.46,2.43,-1.37,-0.75,-1.04,638357.52,900.3,3874.89,-0.11,18.08,5.53
Residential,1.16,-0.63,13.47,-21.66,-1.25,8.96,-86830.37,-3788.55,222.46,-0.05,9.84,10.16
Residential,-1.02,3.44,-10.71,-17.71,1.93,-1.04,90246.19,4309.59,1103.65,0.14,9.21,10.86
Residential,0.99,0.92,14.73,-26.6,-1.82,-1.04,205250.26,-874.83,5754.34,-0.08,10.86,9.21
Residential,-0.69,4.92,-9.99,15.42,2.05,-1.04,890768.88,3570.63,3470.87,0.06,16.13,6.2
Residential,0.2,0.84,-0.58,30.1,-0.57,-1.04,-2809.77,-377.63,-2067.02,-0.01,18.87,5.3
Residential,0.34,-3.25,14.05,-13.54,-1.57,-1.04,-297085.47,-1843.17,-4531.03,0.13,22.78,4.39
Residential,0.82,2.89,7.74,28.15,0.7,-1.04,286400.64,4878.81,3770.64,0.13,10.52,9.51
Residential,0.33,0.96,-9.46,29.13,-1.18,-1.04,18390.98,-3229.51,-183.41,-0.0,13.44,7.44
Residential,0.26,2.9,-4.46,2.27,-0.87,-1.04,-100944.55,2405.8,1728.29,0.04,8.2,12.2
Residential,-0.28,-0.19,-7.41,-27.13,-0.93,-1.04,245802.29,3554.52,1406.03,0.19,17.39,5.75
Residential,0.57,-2.24,-1.97,-8.79,-1.75,-1.04,-140533.18,-551.27,-1592.26,0.15,14.86,6.73
Residential,-0.94,-1.43,-4.53,25.94,0.85,8.96,-58300.93,-274.35,-1689.11,-0.03,11.99,8.34
Residential,0.92,-2.77,8.14,-27.46,1.19,-11.04,-223568.28,2576.82,-705.42,-0.05,5.91,16.93
Residential,-1.24,-0.24,-12.99,34.95,0.52,8.96,-1544.44,502.18,-1018.94,-0.12,12.63,7.92
Residential,-0.97,-2.12,-7.6,-31.98,1.14,-11.04,-247616.09,-3679.53,-1587.49,-0.09,5.52,18.12
Residential,-0.99,4.3,-4.65,20.99,1.93,-11.04,290303.65,3606.35,127.53,-0.19,14.49,6.9
Residential,-1.15,-1.15,-17.31,0.14,-0.02,-1.04,-62747.26,536.16,-3219.34,-0.14,22.62,4.42
Residential,-0.44,3.8,3.65,9.91,1.49,8.96,324493.71,-4095.93,946.38,0.02,12.35,8.1
Residential,0.66,2.49,3.8,3.59,-2.59,-11.04,109647.99,-964.72,-216.77,0.09,23.47,4.26
Residential,0.65,5.0,-3.06,26.11,1.0,8.96,-124301.08,4025.53,5945.31,-0.13,3.66,27.29
Residential,-0.25,3.1,2.88,-2.91,1.59,-1.04,227691.98,976.22,1464.34,-0.04,10.79,9.27
Residential,0.31,-3.66,-1.35,18.58,1.21,-1.04,-394836.42,1250.94,-4184.94,0.11,5.69,17.58
Residential,-1.09,-1.07,5.42,-29.44,-2.6,-11.04,-51466.56,-1122.41,-857.47,0.18,19.19,5.21
Residential,0.26,-1.59,-0.25,-0.58,-1.02,-1.04,44475.44,-749.29,-776.33,0.14,16.53,6.05
Residential,-0.55,-4.48,-3.87,28.02,1.59,8.96,-369543.85,-810.56,-4519.13,0.01,7.36,13.58
Residential,-0.68,-4.49,-16.03,-28.86,-1.27,-1.04,-364242.83,603.07,-4774.64,-0.17,24.57,4.07
Residential,-0.05,1.93,-7.96,-9.85,-0.66,-1.04,180344.87,2038.24,2201.58,-0.0,12.97,7.71
Residential,0.66,1.97,11.08,-28.4,-1.98,-1.04,-145552.27,-1407.2,-1223.37,-0.14,13.62,7.34
Residential,-1.24,-1.33,-16.12,-10.74,2.62,8.96,-122533.29,-2223.77,-3539.29,-0.09,12.97,7.71
Residential,-0.13,2.87,-3.57,13.25,-0.62,-1.04,77067.1,-3862.0,5494.19,-0.03,6.97,14.34
Residential,-1.16,-2.79,3.39,-17.71,-0.27,-1.04,-87919.09,-906.11,-4487.73,0.08,25.0,2.53
Residential,-0.14,2.69,-5.14,-12.35,0.11,8.96,497692.05,-1161.11,4109.49,0.02,13.04,7.67
Residential,-0.15,-0.71,7.5,2.57,1.45,-1.04,-18834.11,704.56,-2521.82,0.03,15.55,6.43
Residential,0.86,0.16,5.67,-21.83,0.26,-1.04,37120.27,-2489.04,2530.8,-0.17,7.75,12.91
Residential,0.94,0.33,3.07,-15.53,-0.69,-1.04,-29867.66,-1776.69,3044.4,-0.04,7.41,13.5
Residential,-0.67,4.55,2.93,23.93,1.23,-1.04,232123.96,2508.93,-1573.62,-0.09,20.45,4.89
Residential,0.05,-0.69,-6.83,10.46,-2.12,-11.04,156172.27,-887.64,-1541.93,-0.14,25.0,3.32
Residential,-0.51,3.15,-3.02,-34.46,-0.12,-11.04,211020.07,4284.31,-185.92,0.14,19.12,5.23
Residential,0.61,-1.47,0.05,-20.4,2.31,-11.04,-212979.01,-1910.93,-179.37,-0.15,4.43,22.59
Residential,0.9,3.91,4.05,-23.79,0.35,-1.04,81865.79,-3420.87,8216.35,-0.17,4.99,20.06
Residential,-0.64,0.32,-14.44,-24.27,-1.14,-1.04,148406.68,1135.69,-2391.09,-0.19,25.0,3.0
Residential,0.37,-4.13,9.04,3.33,-2.2,-11.04,-341218.54,-1064.66,-2855.94,0.03,9.12,10.96
Residential,0.93,-4.86,1.96,-11.99,2.22,8.96,-391561.28,95.43,-4852.15,-0.05,7.17,13.94
Residential,-0.14,-0.36,-2.84,3.27,-2.17,8.96,-135308.28,-1183.91,1826.29,-0.07,8.76,11.41
Residential,0.09,-1.85,5.3,34.38,-0.63,-1.04,-135214.34,-197.04,-1429.91,-0.11,11.7,8.55
Residential,0.91,-3.09,-6.51,34.27,2.42,-1.04,-232109.85,-2779.47,-2676.62,-0.17,6.75,14.82
Residential,1.19,-0.32,6.24,33.6,0.9,8.96,-29336.47,-231.75,-636.96,-0.04,10.21,9.79
Residential,-0.97,0.63,5.55,21.17,-1.54,8.96,193723.92,538.81,293.43,-0.08,20.2,4.95
Residential,0.65,2.71,1.28,-4.03,-1.14,8.96,-18890.36,3693.11,1969.11,-0.17,10.52,9.51
Residential,-1.24,4.2,1.75,2.51,-1.66,8.96,321474.48,-1335.07,702.21,-0.08,21.88,4.57
Residential,-0.34,-0.35,-0.73,18.72,2.42,-1.04,158380.26,-757.46,-251.67,0.05,11.11,9.0
Residential,0.01,-1.79,-10.57,-15.22,-1.89,8.96,-200693.91,3484.45,-3200.23,0.04,25.0,3.23
Residential,0.85,-4.49,-2.14,14.28,-2.73,-1.04,-356114.52,2886.09,-3971.85,-0.07,25.0,2.51
Residential,-0.0,-0.06,3.44,-4.13,2.23,-1.04,-56476.83,3980.13,-1797.39,0.19,11.51,8.69
Residential,-1.13,0.42,-0.32,1.13,-0.04,-1.04,13749.42,-1774.36,-2280.05,-0.04,17.89,5.59
Residential,0.93,4.36,7.03,-19.52,0.55,-1.04,320139.1,2253.84,10993.69,-0.15,6.1,16.4
Residential,1.0,3.56,0.16,2.59,1.48,8.96,549743.05,6045.55,7221.3,0.07,9.35,10.7
Residential,-0.16,-1.47,-4.88,-31.78,-2.71,-1.04,-181983.51,2840.19,-2767.62,0.17,25.0,2.94
Residential,-1.0,-0.41,-5.45,2.08,1.37,-1.04,-166888.22,-232.33,-3011.22,-0.07,11.9,8.4
Residential,0.68,0.54,-8.34,10.44,-1.19,-1.04,-150889.35,1309.86,1937.79,0.06,7.13,14.03
Residential,-1.13,0.55,-10.29,-10.65,2.13,-1.04,-220803.06,1259.76,-2880.98,-0.03,8.88,11.26
Residential,0.51,0.21,4.84,0.04,1.03,-1.04,-38214.78,-2564.25,5170.43,0.09,4.56,21.94
Residential,-0.24,-4.4,2.07,-18.59,-0.21,-1.04,-406519.44,-1072.12,-5307.2,-0.12,16.84,5.94
Residential,0.65,-3.95,-8.11,17.98,1.82,8.96,-344960.94,-684.32,-3218.1,-0.13,4.81,20.81
Residential,0.28,-4.42,6.53,-4.9,0.45,-1.04,-394748.55,-2889.31,-5066.63,-0.06,8.67,11.54
Residential,0.25,-3.75,1.05,12.33,-1.23,-11.04,-329861.65,-3747.76,-4516.03,0.15,13.5,7.41
Residential,-0.88,-4.74,3.6,-27.66,2.25,-11.04,-350199.06,-769.96,-5207.63,-0.0,14.45,6.92
Residential,-0.6,1.59,-15.8,29.78,-0.33,-1.04,96189.61,1557.75,46.77,0.13,14.66,6.82
Residential,-0.43,4.35,6.53,31.53,1.68,8.96,248202.78,561.01,1918.57,0.17,10.28,9.73
Residential,-0.65,0.65,-11.37,-12.87,-1.15,-11.04,43063.63,-1913.24,-1605.52,0.11,19.42,5.15
Residential,-0.06,2.51,6.09,33.24,0.11,-1.04,111515.41,1240.51,-533.72,-0.12,15.46,6.47
Residential,1.12,-0.68,13.89,9.84,1.47,-1.04,-88494.05,179.55,3894.87,-0.1,4.43,22.57
Residential,-0.1,4.11,0.68,-34.04,1.83,8.96,647994.92,-2997.59,5271.45,0.04,10.63,9.41
Residential,-0.94,-4.06,-4.85,35.14,0.35,8.96,-401255.89,-2688.35,-4631.75,-0.19,5.68,17.62
Residential,-1.11,2.2,-6.34,27.16,0.81,-1.04,216843.0,2367.98,-1846.63,-0.08,22.83,4.38
Residential,-0.31,3.03,1.46,-7.14,-1.86,-11.04,223882.09,-767.17,6765.02,0.05,10.35,9.66
Residential,0.85,4.5,11.12,21.54,2.39,8.96,104087.73,99.08,4108.07,-0.16,5.87,17.03
Residential,0.14,1.19,10.5,20.9,2.7,-11.04,-76913.66,661.18,-2210.08,-0.17,10.5,9.52
Residential,-1.14,3.26,-11.28,22.76,1.76,-1.04,259189.52,2068.04,2224.26,0.2,10.15,9.85
Residential,1.13,-1.17,4.93,26.83,-1.12,-11.04,-6788.65,640.56,836.04,-0.14,11.83,8.45
Residential,0.85,-3.29,0.37,24.05,-1.82,-11.04,-242687.54,-983.19,-3152.85,0.19,16.56,6.04
Residential,-0.5,-3.12,-7.83,17.64,2.24,-11.04,-332723.15,-355.92,-4550.58,-0.03,9.67,10.34
Residential,-0.41,-1.31,-9.37,16.74,0.23,-1.04,-205153.57,-3114.42,-518.11,-0.03,6.15,16.26
Residential,-0.76,-1.06,-12.15,30.55,-2.14,-11.04,51037.41,1170.95,-1753.13,0.11,25.0,3.37
Residential,-1.21,2.94,-15.77,-17.6,-1.99,8.96,286166.04,-1419.97,-493.84,-0.09,25.0,3.64
Residential,-1.22,-1.73,4.09,15.75,1.99,-11.04,-152052.43,-2259.27,-4148.24,0.15,16.58,6.03
Residential,-0.48,-4.33,-6.94,18.19,-0.83,8.96,-368389.46,-3434.57,-4440.63,0.18,8.82,11.34
Residential,0.82,-3.36,13.75,12.5,2.35,-11.04,-289079.06,-708.65,-4392.64,0.12,11.12,8.99
Residential,0.84,0.16,16.63,20.87,-0.61,-1.04,-219906.88,-3350.96,-1975.94,-0.2,8.83,11.32
Residential,0.94,-4.89,9.07,4.92,-2.39,-1.04,-408928.75,-1841.8,-5724.4,-0.11,25.0,0.0
Residential,1.11,-2.83,8.02,-5.36,0.46,-11.04,-249223.82,-4095.93,-4501.39,-0.16,15.27,6.55
Residential,0.65,-1.37,8.86,-32.06,-0.15,8.96,-306576.6,3643.51,-2779.17,-0.16,9.21,10.86
Residential,-0.11,4.12,-12.85,33.75,1.21,-11.04,144292.32,-998.7,-75.44,-0.14,12.17,8.22
Residential,0.83,0.81,14.9,-17.95,-0.78,-1.04,397577.47,-480.69,3609.05,0.14,14.29,7.0
Residential,1.1,-0.99,11.94,34.1,0.46,-1.04,-200925.9,-3488.51,-2159.63,-0.18,8.39,11.92
Residential,0.09,4.01,9.09,4.4,1.24,8.96,479728.3,1362.79,6879.2,-0.05,8.83,11.32
Residential,1.0,-3.47,-5.02,20.01,-1.44,-1.04,-216800.33,2598.61,-1189.51,0.05,11.01,9.08
Residential,0.26,-2.34,7.89,-17.16,0.37,-1.04,-158870.23,-3120.75,-1055.79,0.14,7.83,12.77
Residential,0.73,-2.78,16.11,0.3,-1.03,-11.04,-168126.97,-708.96,-628.18,-0.18,9.41,10.63
Residential,-1.03,3.77,-7.69,-22.17,1.85,-11.04,91611.42,-1355.8,4567.25,-0.02,5.75,17.38
Residential,-1.19,-0.61,-17.36,20.42,-2.37,8.96,6138.83,2159.43,-429.74,-0.06,21.69,4.61
Residential,-0.37,4.36,-7.51,-28.98,2.41,-11.04,726953.11,2600.11,6657.18,-0.09,9.98,10.02
Residential,0.98,3.18,-2.31,-31.33,-1.36,-1.04,375867.85,2500.57,5893.71,-0.14,12.95,7.72
Residential,0.41,0.36,-5.16,12.47,2.73,8.96,180773.39,917.73,2128.94,-0.16,8.06,12.41
Residential,0.61,4.74,-5.14,-4.73,0.84,-1.04,83090.64,4285.52,1117.58,0.04,10.54,9.49
Residential,-0.33,3.05,-5.58,16.95,-2.02,-1.04,188644.18,-2802.67,4385.52,-0.17,12.11,8.26
Residential,0.57,4.04,-8.52,-29.53,2.24,8.96,633704.73,-3629.59,9633.1,-0.01,7.25,13.8
Residential,-0.61,-2.8,-0.58,16.72,0.45,-1.04,-217300.63,3582.08,-4359.6,-0.17,25.0,3.07
Residential,0.38,4.64,-8.82,-12.02,1.44,-1.04,89929.93,2606.6,5266.24,0.19,5.89,16.99
Residential,-0.47,0.26,1.0,-18.0,-0.7,-1.04,217082.62,567.77,696.94,0.12,16.61,6.02
Residential,-1.16,2.22,-15.1,-24.41,2.07,-1.04,255513.52,753.11,-2417.31,-0.1,22.32,4.48
Residential,1.02,-1.36,6.66,-2.13,2.0,-11.04,-250190.55,-3338.58,-2377.5,0.12,5.95,16.82
Residential,-0.45,-1.0,-6.28,-29.91,-0.13,-1.04,-58938.03,1048.27,-1229.58,-0.05,13.09,7.64
Residential,-1.15,-2.31,-6.3,0.83,-1.52,8.96,-295116.02,868.65,-2682.25,-0.06,11.12,8.99
Residential,0.37,-0.68,-6.96,-0.72,1.08,-1.04,136693.99,915.37,-501.79,0.17,13.74,7.28
Residential,1.08,3.76,3.12,29.61,1.8,8.96,233915.82,4370.41,6095.11,-0.09,6.7,14.93
Residential,-0.55,2.33,-2.81,24.13,2.31,8.96,-1571.9,-4550.14,-970.89,0.07,8.87,11.28
Residential,0.78,2.85,15.63,2.76,0.93,8.96,342740.8,900.04,9706.58,-0.06,6.39,15.64
Residential,0.9,-2.81,10.87,-0.22,-0.67,-11.04,-347927.62,-3428.75,-3635.27,0.05,7.08,14.13
Residential,-0.09,-1.32,-1.66,17.02,0.59,-11.04,-213632.34,-1428.95,-2225.95,-0.13,8.53,11.73
Residential,-0.12,4.83,-10.2,-30.07,-0.14,-1.04,381460.37,-2352.04,4472.42,0.16,11.3,8.85
Residential,-1.22,3.5,-17.05,-14.39,-0.5,-1.04,587287.15,2396.15,897.59,-0.11,25.0,4.0
Residential,-1.12,-2.97,2.04,32.73,0.89,-1.04,-133717.16,2964.08,-2938.62,0.16,15.97,6.26
Residential,0.89,1.74,8.2,23.79,0.55,-1.04,-45985.93,-2941.47,1778.44,-0.1,6.76,14.8
Residential,0.84,0.89,3.26,-10.54,-2.48,-1.04,334090.8,3121.43,6609.53,0.03,14.9,6.71
Residential,-0.88,3.89,2.46,-7.4,-2.32,8.96,184362.5,893.8,3941.91,0.15,14.49,6.9
Residential,0.8,4.09,14.16,32.22,1.37,8.96,213559.6,743.97,1066.85,0.2,11.45,8.73
Residential,-0.2,1.33,-4.48,28.52,-2.08,-1.04,148833.03,-1740.1,-646.54,-0.08,23.36,4.28
Residential,-0.13,-2.6,4.31,-9.92,2.24,-1.04,-227799.31,196.15,-3482.86,-0.11,10.19,9.81
Residential,-0.61,-2.03,-14.52,-23.2,2.69,-1.04,-170820.99,-1880.08,-4459.54,-0.08,17.15,5.83
Residential,-1.16,-2.05,4.96,11.77,-1.7,8.96,-141334.68,1534.77,-4066.3,-0.12,25.0,1.96
Residential,-0.14,4.79,-12.76,-13.84,-2.35,8.96,-121497.5,662.03,2015.66,0.13,9.76,10.25
Residential,-0.46,-3.92,-12.73,-1.61,2.06,8.96,-266027.07,1298.18,-4063.19,-0.19,12.25,8.16
Residential,0.08,3.24,-10.43,19.92,0.12,-1.04,231600.94,3508.46,5712.3,0.02,8.6,11.63
Residential,0.41,1.16,14.41,-8.63,0.78,-11.04,-41522.38,-2273.2,-1577.24,0.01,11.61,8.61
Residential,-0.72,-3.36,-14.83,29.43,-0.77,8.96,-274499.7,697.07,-4927.85,0.02,25.0,2.1
Residential,-0.15,1.96,1.58,22.01,2.53,-11.04,-84590.38,-2507.75,-1841.12,0.14,8.86,11.29
Residential,0.5,-1.99,3.47,-31.55,-0.11,-1.04,-114279.52,1166.69,-583.54,-0.05,9.86,10.14
Residential,-0.11,-4.47,10.43,14.43,0.95,8.96,-430965.61,-3504.89,-5718.8,0.14,9.63,10.38
Residential,0.88,-1.55,-2.79,-21.93,-0.51,8.96,-93352.41,280.3,650.44,0.14,8.78,11.39
Residential,-1.06,-2.05,4.52,-22.04,1.67,-1.04,-231191.73,-3158.43,-2187.13,-0.15,6.45,15.51
Residential,0.76,-4.81,13.56,1.75,-1.81,8.96,-319856.69,-4691.12,-4805.03,0.19,17.76,5.63
Residential,0.17,-3.67,-0.05,-30.4,-1.76,8.96,-293335.6,-1972.2,-3828.75,-0.08,15.75,6.35
Residential,1.15,-4.25,8.14,-21.47,0.43,-1.04,-340183.6,-1871.72,-4261.63,-0.09,9.19,10.88
Residential,-0.58,2.35,4.78,-7.75,-0.7,-1.04,138295.03,-2403.59,-19.36,0.12,15.34,6.52
Residential,0.95,2.76,-5.77,27.18,-2.01,-1.04,38881.72,1108.72,3233.87,0.05,11.42,8.76
Residential,-0.74,-2.85,-15.91,21.09,0.28,8.96,-278874.62,1458.41,-2941.04,-0.14,9.38,10.66
Residential,0.78,3.56,-1.05,28.82,0.44,8.96,180714.62,4629.98,2449.71,0.05,10.98,9.11
Residential,-1.14,-1.52,-7.78,5.27,-0.89,8.96,96706.45,194.39,-2654.26,-0.15,25.0,3.34
Residential,-0.4,4.5,0.99,7.87,-0.19,8.96,428276.47,3290.95,148.24,-0.14,23.36,4.28
Residential,-0.53,1.5,0.69,0.02,-0.15,8.96,130928.73,429.01,2873.38,0.08,9.83,10.17
Residential,-0.21,-1.6,4.38,9.92,-1.33,-1.04,-136018.72,-2280.49,-1911.29,0.19,13.83,7.23
Residential,-0.06,2.44,11.59,2.36,-0.27,-11.04,642080.26,708.47,1871.2,-0.02,21.14,4.73
Residential,-0.07,2.18,7.76,-34.0,0.47,-1.04,230405.81,3126.23,5111.82,0.01,8.58,11.66
Residential,0.49,1.69,7.54,-27.56,-2.21,-11.04,-38993.58,-2055.73,295.81,0.07,13.95,7.17
Residential,-1.12,-1.42,-11.51,-22.28,-1.47,8.96,-9411.76,-202.02,-3875.19,0.09,25.0,2.15
Residential,0.64,0.06,12.31,-13.77,1.34,8.96,-103243.98,-3040.22,-1063.33,0.03,8.15,12.27
Residential,1.14,3.27,2.86,6.21,0.42,-11.04,660833.19,3295.04,7988.64,0.17,10.98,9.11
Residential,-0.42,-0.91,7.73,9.4,-0.05,-1.04,-108816.62,3644.66,-2125.78,-0.19,15.9,6.29
Residential,-0.6,4.49,-12.78,-12.78,-2.28,-1.04,746983.22,1161.19,6445.31,0.12,21.1,4.74
Residential,-0.21,-2.71,-10.43,22.5,-2.07,-1.04,-354493.35,2343.83,-3590.62,-0.03,15.9,6.29
Residential,-1.16,1.46,4.11,-8.23,1.8,8.96,65225.83,2619.39,2135.07,-0.11,7.55,13.25
Residential,0.85,1.66,14.29,-27.88,0.21,-1.04,-167873.31,-1479.02,-633.42,0.02,7.49,13.36
Residential,0.71,3.54,14.9,-26.46,0.43,8.96,368459.1,2912.82,7984.83,-0.16,8.1,12.35
Residential,0.67,-1.13,0.88,33.61,-2.21,-1.04,-327766.79,-1878.61,-1954.6,0.19,7.29,13.72
Residential,-0.84,-2.49,7.08,-20.11,1.21,-11.04,-242864.41,1704.7,-4903.74,-0.02,25.0,2.98
Residential,-0.45,-2.51,-1.61,16.62,1.43,8.96,-107831.81,2501.31,-2139.54,-0.17,11.86,8.43
Residential,0.43,-1.31,-7.95,-22.78,-2.09,-11.04,-49637.54,448.56,1253.3,0.06,12.3,8.13
Residential,-0.5,-2.47,7.49,-28.38,-1.57,8.96,-109691.36,-1379.59,-3367.94,0.04,25.0,3.81
Residential,0.38,-3.73,-3.1,-12.08,2.53,-1.04,-308901.85,2315.01,-3982.1,0.01,9.09,11.0
Residential,-0.41,4.01,2.73,-8.49,-1.91,-1.04,193084.21,-2519.26,4643.5,0.09,11.68,8.56
Residential,1.12,-2.2,-5.36,1.52,-0.2,-1.04,-117496.79,1858.34,-1217.34,-0.19,11.63,8.6
Residential,1.02,-0.37,-1.94,9.78,0.1,-1.04,-170496.45,1804.12,-677.15,0.09,8.31,12.04
Residential,0.7,4.04,3.99,-23.91,-1.03,-1.04,759216.47,1686.89,7154.4,0.13,15.75,6.35
Residential,-0.76,-3.82,-8.61,13.3,-1.0,-1.04,-268929.9,1242.97,-4256.27,-0.08,25.0,3.69
Residential,-0.84,3.71,2.02,-1.42,-1.08,-11.04,740898.01,3091.22,2881.52,0.2,24.45,4.09
Residential,-0.69,3.8,-10.57,28.01,-1.85,-1.04,285732.65,-235.99,6693.86,-0.18,11.42,8.76
Residential,-0.34,-4.44,6.45,24.66,0.85,8.96,-408015.85,1969.8,-5541.75,-0.13,25.0,1.04
Residential,-0.43,-4.78,0.14,-26.25,2.11,8.96,-453971.42,-2668.97,-5445.19,0.14,4.83,20.72
Residential,0.21,2.03,3.01,-5.02,-2.12,-1.04,181252.74,404.55,5529.63,-0.16,11.63,8.6
Residential,0.86,0.27,7.77,26.61,-0.84,-1.04,-115869.67,1321.66,2327.99,0.01,7.04,14.2
Residential,0.72,0.19,-5.29,25.04,1.93,-11.04,199646.41,-1131.15,4535.31,0.16,6.84,14.62
Residential,-0.0,-2.55,3.39,30.34,-0.44,-1.04,-151027.93,-2088.13,-3376.93,-0.04,17.57,5.69
Residential,1.04,4.38,12.13,-19.07,-0.57,-11.04,783092.23,1768.59,14065.55,-0.07,9.59,10.43
Residential,0.89,2.41,15.99,29.74,1.01,8.96,310335.63,-1987.53,2637.84,0.18,10.74,9.31
Residential,-1.23,-2.55,0.42,30.08,-0.7,-1.04,-234738.19,2480.47,-4237.44,-0.04,25.0,2.98
Residential,-0.48,-3.77,6.18,10.31,-0.23,-11.04,-414623.37,-795.34,-4594.47,-0.14,8.88,11.26
Residential,-0.27,-3.14,6.17,-30.96,2.02,-11.04,-205007.45,254.21,-3481.18,0.04,11.52,8.68
Residential,0.07,0.46,4.3,-0.57,0.03,-1.04,-12806.87,-1444.97,649.3,0.05,9.43,10.61
Residential,-0.91,1.64,-9.08,28.27,-1.97,-1.04,197367.14,-4088.95,933.05,0.11,17.61,5.68
Residential,-1.21,-2.79,-4.65,17.1,0.43,-1.04,-243152.75,-2580.59,-3472.9,-0.18,10.88,9.19
Residential,0.97,-4.56,-3.04,10.12,2.09,8.96,-377678.4,-2889.35,-5573.57,-0.2,13.64,7.33
Residential,-0.84,4.41,1.74,-6.45,-2.16,-11.04,457759.74,-125.38,7210.39,-0.12,14.37,6.96
Residential,0.61,-2.75,4.97,30.7,-2.33,-11.04,-106828.08,-3076.41,-1967.55,0.11,18.28,5.47
Residential,0.39,-1.07,13.41,-2.88,-1.54,-1.04,-110110.7,-2178.31,-2491.15,0.02,18.28,5.47
Residential,-1.11,-0.43,-10.94,-13.66,-1.49,-1.04,-769.62,339.32,-403.26,-0.01,15.95,6.27
Residential,-0.66,-3.34,-10.56,16.24,0.76,-11.04,-152960.0,-2741.31,-2221.79,0.13,9.87,10.13
Residential,0.24,-2.15,2.37,18.56,-1.85,-1.04,-291153.12,-2627.76,-4586.75,0.17,23.98,4.17
